,Min1,Max1,Min2,Max2
Compliance (L/cmh20),0.15,,,
Port,Patient,,,
Left Pressure (cmH20),6,6.5,,
Right Pressure (cmH20),3,3.5,,
Left Volume(L),0.4,0.49,0.4,0.48
Right Volume(L),0.39,0.47,0.4,0.48
Breat Rate (breath/min),15,,,
I:E,1:3,,,
Flow Rate (L/min),10,,,
,,,,
17:49:15.076 -> S0.09 11.28 158.81 2.37,,,,
17:49:15.109 -> S0.09 11.49 158.81 2.37,,,,
17:49:15.109 -> S0.09 11.43 158.81 2.37,,,,
17:49:15.109 -> S0.09 11.43 158.81 2.37,,,,
17:49:15.109 -> S0.09 11.38 158.81 2.37,,,,
17:49:15.109 -> S0.09 11.28 158.81 2.37,,,,
17:49:15.145 -> S0.09 11.20 158.81 2.37,,,,
17:49:15.145 -> S0.09 11.37 158.81 2.37,,,,
17:49:15.145 -> S0.08 11.01 158.81 2.37,,,,
17:49:15.145 -> S0.09 11.13 158.81 2.37,,,,
17:49:15.145 -> S0.09 11.45 158.81 2.37,,,,
17:49:15.145 -> S0.09 11.52 158.81 2.37,,,,
17:49:15.145 -> S0.09 11.36 158.81 2.37,,,,
17:49:15.179 -> S0.09 11.55 158.81 2.37,,,,
17:49:15.179 -> S0.09 11.38 158.81 2.37,,,,
17:49:15.179 -> S0.09 11.12 158.81 2.37,,,,
17:49:15.179 -> S0.09 11.15 158.81 2.37,,,,
17:49:15.179 -> S0.09 11.21 158.81 2.37,,,,
17:49:15.179 -> S0.09 11.51 158.81 2.37,,,,
17:49:15.216 -> S0.09 11.18 158.81 2.37,,,,
17:49:15.216 -> S0.08 11.01 158.81 2.37,,,,
17:49:15.216 -> S0.09 11.20 158.81 2.37,,,,
17:49:15.216 -> S0.09 11.20 158.81 2.37,,,,
17:49:15.216 -> S0.09 11.29 158.81 2.37,,,,
17:49:15.253 -> S0.09 11.28 158.81 2.37,,,,
17:49:15.253 -> S0.09 11.25 158.81 2.37,,,,
17:49:15.253 -> S0.09 11.34 158.81 2.37,,,,
17:49:15.253 -> S0.09 11.38 158.81 2.37,,,,
17:49:15.253 -> S0.09 11.26 158.81 2.37,,,,
17:49:15.253 -> S0.09 11.12 158.81 2.37,,,,
17:49:15.287 -> S0.09 11.15 158.81 2.37,,,,
17:49:15.287 -> S0.09 11.23 158.81 2.37,,,,
17:49:15.287 -> S0.09 11.44 158.81 2.37,,,,
17:49:15.287 -> S0.09 11.27 158.81 2.37,,,,
17:49:15.287 -> S0.09 11.16 158.81 2.37,,,,
17:49:15.287 -> S0.09 11.10 158.81 2.37,,,,
17:49:15.321 -> S0.09 11.05 158.81 2.37,,,,
17:49:15.321 -> S0.09 11.28 158.81 2.37,,,,
17:49:15.321 -> S0.09 11.36 158.81 2.37,,,,
17:49:15.321 -> S0.09 11.21 158.81 2.37,,,,
17:49:15.321 -> S0.09 11.28 158.81 2.37,,,,
17:49:15.321 -> S0.09 11.49 158.81 2.37,,,,
17:49:15.354 -> S0.09 11.40 158.81 2.37,,,,
17:49:15.354 -> S0.09 11.16 158.81 2.37,,,,
17:49:15.354 -> S0.09 11.40 158.81 2.37,,,,
17:49:15.354 -> S0.09 11.28 158.81 2.37,,,,
17:49:15.354 -> S0.09 11.43 158.81 2.37,,,,
17:49:15.388 -> S0.09 11.53 158.81 2.37,,,,
17:49:15.388 -> S0.09 11.37 158.81 2.37,,,,
17:49:15.388 -> S0.09 11.23 158.81 2.37,,,,
17:49:15.388 -> S0.09 11.16 158.81 2.37,,,,
17:49:15.388 -> S0.09 11.10 158.81 2.37,,,,
17:49:15.388 -> S0.09 11.21 158.81 2.37,,,,
17:49:15.388 -> S0.09 11.25 158.81 2.37,,,,
17:49:15.424 -> S0.09 11.07 158.81 2.37,,,,
17:49:15.424 -> S0.09 11.18 158.81 2.37,,,,
17:49:15.424 -> S0.09 11.41 158.81 2.37,,,,
17:49:15.424 -> S0.10 11.71 158.81 2.37,,,,
17:49:15.424 -> S0.09 11.56 158.81 2.37,,,,
17:49:15.457 -> S0.09 11.63 158.81 2.37,,,,
17:49:15.457 -> S0.09 11.31 158.81 2.37,,,,
17:49:15.457 -> S0.09 11.28 158.81 2.37,,,,
17:49:15.457 -> S0.09 11.23 158.81 2.37,,,,
17:49:15.457 -> S0.09 11.30 158.81 2.37,,,,
17:49:15.494 -> S0.09 11.47 158.81 2.37,,,,
17:49:15.494 -> S0.09 11.41 158.81 2.37,,,,
17:49:15.494 -> S0.09 11.23 158.81 2.37,,,,
17:49:15.494 -> S0.09 11.10 158.81 2.37,,,,
17:49:15.494 -> S0.09 11.16 158.81 2.37,,,,
17:49:15.494 -> S0.09 11.21 158.81 2.37,,,,
17:49:15.494 -> S0.09 11.14 158.81 2.37,,,,
17:49:15.528 -> S0.09 11.59 158.81 2.37,,,,
17:49:15.528 -> S0.09 11.37 158.81 2.37,,,,
17:49:15.528 -> S0.09 11.05 158.81 2.37,,,,
17:49:15.528 -> S0.09 11.18 158.81 2.37,,,,
17:49:15.528 -> S0.09 11.29 158.81 2.37,,,,
17:49:15.528 -> S0.09 11.57 158.81 2.37,,,,
17:49:15.566 -> S0.10 11.69 158.81 2.37,,,,
17:49:15.566 -> S0.09 11.49 158.81 2.37,,,,
17:49:15.566 -> S0.09 11.15 158.81 2.37,,,,
17:49:15.566 -> S0.09 11.40 158.81 2.37,,,,
17:49:15.566 -> S0.09 11.40 158.81 2.37,,,,
17:49:15.566 -> S0.09 11.59 158.81 2.37,,,,
17:49:15.599 -> S0.09 11.33 158.81 2.37,,,,
17:49:15.599 -> S0.09 11.16 158.81 2.37,,,,
17:49:15.599 -> S0.08 11.04 158.81 2.37,,,,
17:49:15.599 -> S0.09 11.30 158.81 2.37,,,,
17:49:15.599 -> S0.09 11.23 158.81 2.37,,,,
17:49:15.632 -> S0.09 11.12 158.81 2.37,,,,
17:49:15.632 -> S0.09 11.20 158.81 2.37,,,,
17:49:15.632 -> S0.10 11.68 158.81 2.37,,,,
17:49:15.632 -> S0.09 11.43 158.81 2.37,,,,
17:49:15.632 -> S0.09 11.45 158.81 2.37,,,,
17:49:15.632 -> S0.09 11.38 158.81 2.37,,,,
17:49:15.667 -> S0.09 11.25 158.81 2.37,,,,
17:49:15.667 -> S0.08 11.02 158.81 2.37,,,,
17:49:15.667 -> S0.09 11.20 158.81 2.37,,,,
17:49:15.667 -> S0.09 11.20 158.81 2.37,,,,
17:49:15.667 -> S0.09 11.25 158.81 2.37,,,,
17:49:15.667 -> S0.09 11.23 158.81 2.37,,,,
17:49:15.703 -> S0.09 11.64 158.81 2.37,,,,
17:49:15.703 -> S0.10 11.78 158.81 2.37,,,,
17:49:15.703 -> S0.09 11.51 158.81 2.37,,,,
17:49:15.703 -> S0.09 11.31 158.81 2.37,,,,
17:49:15.703 -> S0.09 11.26 158.81 2.37,,,,
17:49:15.737 -> S0.09 11.39 158.81 2.37,,,,
17:49:15.737 -> S0.09 11.59 158.81 2.37,,,,
17:49:15.737 -> S0.09 11.40 158.81 2.37,,,,
17:49:15.737 -> S0.09 11.21 158.81 2.37,,,,
17:49:15.737 -> S0.09 11.36 158.81 2.37,,,,
17:49:15.737 -> S0.10 11.74 158.81 2.37,,,,
17:49:15.737 -> S0.09 11.43 158.81 2.37,,,,
17:49:15.772 -> S0.09 11.15 158.81 2.37,,,,
17:49:15.772 -> S0.09 11.14 158.81 2.37,,,,
17:49:15.772 -> S0.09 11.23 158.81 2.37,,,,
17:49:15.772 -> S0.09 11.46 158.81 2.37,,,,
17:49:15.772 -> S0.09 11.51 158.81 2.37,,,,
17:49:15.808 -> S0.09 11.15 158.81 2.37,,,,
17:49:15.808 -> S0.09 11.18 158.81 2.37,,,,
17:49:15.808 -> S0.09 11.16 158.81 2.37,,,,
17:49:15.808 -> S0.09 11.17 158.81 2.37,,,,
17:49:15.808 -> S0.07 10.10 158.81 2.37,,,,
17:49:15.808 -> S-0.01 -2.70 157.24 2.37,,,,
17:49:15.842 -> S-0.04 -7.49 157.24 2.37,,,,
17:49:15.842 -> S-0.06 -9.11 157.24 2.37,,,,
17:49:15.842 -> S-0.05 -8.37 157.24 2.37,,,,
17:49:15.842 -> S-0.04 -7.78 157.24 2.37,,,,
17:49:15.842 -> S-0.03 -6.32 157.24 2.37,,,,
17:49:15.842 -> S-0.02 -4.99 157.24 2.37,,,,
17:49:15.879 -> S-0.01 -3.20 157.24 2.37,,,,
17:49:15.879 -> S-0.00 -2.52 157.24 2.37,,,,
17:49:15.879 -> S-0.01 -3.04 157.24 2.37,,,,
17:49:15.879 -> S-0.01 -4.19 157.24 2.37,,,,
17:49:15.879 -> S-0.01 -4.44 157.24 2.37,,,,
17:49:15.879 -> S-0.02 -4.91 157.24 2.37,,,,
17:49:15.915 -> S-0.02 -5.34 157.24 2.37,,,,
17:49:15.915 -> S-0.02 -5.84 157.24 2.37,,,,
17:49:15.915 -> S-0.03 -6.05 157.24 2.37,,,,
17:49:15.915 -> S-0.02 -5.97 157.24 2.37,,,,
17:49:15.915 -> S-0.02 -5.69 157.24 2.37,,,,
17:49:15.915 -> S-0.02 -5.27 157.24 2.37,,,,
17:49:15.952 -> S-0.02 -4.86 157.24 2.37,,,,
17:49:15.952 -> S-0.01 -4.53 157.24 2.37,,,,
17:49:15.952 -> S-0.01 -4.36 157.24 2.37,,,,
17:49:15.952 -> S-0.02 -4.66 157.24 2.37,,,,
17:49:15.952 -> S-0.02 -5.23 157.24 2.37,,,,
17:49:15.952 -> S-0.02 -5.82 157.24 2.37,,,,
17:49:15.986 -> S-0.03 -6.19 157.24 2.37,,,,
17:49:15.986 -> S-0.03 -6.36 157.24 2.37,,,,
17:49:15.986 -> S-0.03 -6.19 157.24 2.37,,,,
17:49:15.986 -> S-0.02 -5.56 157.24 2.37,,,,
17:49:15.986 -> S-0.02 -5.06 157.24 2.37,,,,
17:49:15.986 -> S-0.02 -4.84 157.24 2.37,,,,
17:49:16.022 -> S-0.02 -4.81 157.24 2.37,,,,
17:49:16.022 -> S-0.02 -5.04 157.24 2.37,,,,
17:49:16.022 -> S-0.02 -5.25 157.24 2.37,,,,
17:49:16.022 -> S-0.02 -5.59 157.24 2.37,,,,
17:49:16.022 -> S-0.02 -5.80 157.24 2.37,,,,
17:49:16.022 -> S-0.02 -5.84 157.24 2.37,,,,
17:49:16.060 -> S-0.02 -5.74 157.24 2.37,,,,
17:49:16.060 -> S-0.02 -5.67 157.24 2.37,,,,
17:49:16.060 -> S-0.02 -5.41 157.24 2.37,,,,
17:49:16.060 -> S-0.02 -5.13 157.24 2.37,,,,
17:49:16.060 -> S-0.02 -4.96 157.24 2.37,,,,
17:49:16.060 -> S-0.02 -4.89 157.24 2.37,,,,
17:49:16.095 -> S-0.02 -5.13 157.24 2.37,,,,
17:49:16.095 -> S-0.02 -5.48 157.24 2.37,,,,
17:49:16.095 -> S-0.02 -5.76 157.24 2.37,,,,
17:49:16.095 -> S-0.02 -5.86 157.24 2.37,,,,
17:49:16.095 -> S-0.02 -5.86 157.24 2.37,,,,
17:49:16.095 -> S-0.02 -5.65 157.24 2.37,,,,
17:49:16.129 -> S-0.02 -5.30 157.24 2.37,,,,
17:49:16.129 -> S-0.02 -4.99 157.24 2.37,,,,
17:49:16.129 -> S-0.02 -4.89 157.24 2.37,,,,
17:49:16.129 -> S-0.02 -5.20 157.24 2.37,,,,
17:49:16.129 -> S-0.02 -5.50 157.24 2.37,,,,
17:49:16.166 -> S-0.02 -5.74 157.24 2.37,,,,
17:49:16.166 -> S-0.02 -5.84 157.24 2.37,,,,
17:49:16.166 -> S-0.02 -5.74 157.24 2.37,,,,
17:49:16.166 -> S-0.02 -5.36 157.24 2.37,,,,
17:49:16.166 -> S-0.02 -5.01 157.24 2.37,,,,
17:49:16.166 -> S-0.02 -4.96 157.24 2.37,,,,
17:49:16.166 -> S-0.02 -5.25 157.24 2.37,,,,
17:49:16.200 -> S-0.02 -5.61 157.24 2.37,,,,
17:49:16.200 -> S-0.02 -5.74 157.24 2.37,,,,
17:49:16.200 -> S-0.02 -5.59 157.24 2.37,,,,
17:49:16.200 -> S-0.02 -5.36 157.24 2.37,,,,
17:49:16.200 -> S-0.02 -5.34 157.24 2.37,,,,
17:49:16.200 -> S-0.02 -5.43 157.24 2.37,,,,
17:49:16.238 -> S-0.02 -5.34 157.24 2.37,,,,
17:49:16.238 -> S-0.02 -5.32 157.24 2.37,,,,
17:49:16.238 -> S-0.02 -5.39 157.24 2.37,,,,
17:49:16.238 -> S-0.02 -5.45 157.24 2.37,,,,
17:49:16.238 -> S-0.02 -5.43 157.24 2.37,,,,
17:49:16.238 -> S-0.02 -5.48 157.24 2.37,,,,
17:49:16.273 -> S-0.02 -5.52 157.24 2.37,,,,
17:49:16.273 -> S-0.02 -5.52 157.24 2.37,,,,
17:49:16.273 -> S-0.02 -5.45 157.24 2.37,,,,
17:49:16.273 -> S-0.02 -5.48 157.24 2.37,,,,
17:49:16.273 -> S-0.02 -5.63 157.24 2.37,,,,
17:49:16.308 -> S-0.02 -5.63 157.24 2.37,,,,
17:49:16.308 -> S-0.02 -5.48 157.24 2.37,,,,
17:49:16.308 -> S-0.02 -5.36 157.24 2.37,,,,
17:49:16.308 -> S-0.02 -5.48 157.24 2.37,,,,
17:49:16.308 -> S-0.02 -5.54 157.24 2.37,,,,
17:49:16.308 -> S-0.02 -5.45 157.24 2.37,,,,
17:49:16.342 -> S-0.02 -5.39 157.24 2.37,,,,
17:49:16.342 -> S-0.02 -5.48 157.24 2.37,,,,
17:49:16.342 -> S-0.02 -5.48 157.24 2.37,,,,
17:49:16.342 -> S-0.02 -5.30 157.24 2.37,,,,
17:49:16.342 -> S-0.02 -5.18 157.24 2.37,,,,
17:49:16.342 -> S-0.02 -5.16 157.24 2.37,,,,
17:49:16.378 -> S-0.02 -5.25 157.24 2.37,,,,
17:49:16.378 -> S-0.02 -5.36 157.24 2.37,,,,
17:49:16.378 -> S-0.02 -5.59 157.24 2.37,,,,
17:49:16.378 -> S-0.02 -5.69 157.24 2.37,,,,
17:49:16.378 -> S-0.02 -5.63 157.24 2.37,,,,
17:49:16.378 -> S-0.02 -5.50 157.24 2.37,,,,
17:49:16.412 -> S-0.02 -5.36 157.24 2.37,,,,
17:49:16.412 -> S-0.02 -5.30 157.24 2.37,,,,
17:49:16.412 -> S-0.02 -5.20 157.24 2.37,,,,
17:49:16.412 -> S-0.02 -5.32 157.24 2.37,,,,
17:49:16.412 -> S-0.02 -5.43 157.24 2.37,,,,
17:49:16.445 -> S-0.02 -5.43 157.24 2.37,,,,
17:49:16.445 -> S-0.02 -5.36 157.24 2.37,,,,
17:49:16.445 -> S-0.02 -5.30 157.24 2.37,,,,
17:49:16.445 -> S-0.02 -5.20 157.24 2.37,,,,
17:49:16.445 -> S-0.02 -5.13 157.24 2.37,,,,
17:49:16.445 -> S-0.02 -5.18 157.24 2.37,,,,
17:49:16.445 -> S-0.02 -5.41 157.24 2.37,,,,
17:49:16.478 -> S-0.02 -5.61 157.24 2.37,,,,
17:49:16.478 -> S-0.02 -5.65 157.24 2.37,,,,
17:49:16.478 -> S-0.02 -5.65 157.24 2.37,,,,
17:49:16.478 -> S-0.02 -5.63 157.24 2.37,,,,
17:49:16.478 -> S-0.02 -5.56 157.24 2.37,,,,
17:49:16.512 -> S-0.02 -5.43 157.24 2.37,,,,
17:49:16.512 -> S-0.02 -5.25 157.24 2.37,,,,
17:49:16.512 -> S-0.02 -5.11 157.24 2.37,,,,
17:49:16.512 -> S-0.02 -5.11 157.24 2.37,,,,
17:49:16.512 -> S-0.02 -5.23 157.24 2.37,,,,
17:49:16.512 -> S-0.02 -5.41 157.24 2.37,,,,
17:49:16.547 -> S-0.02 -5.43 157.24 2.37,,,,
17:49:16.547 -> S-0.02 -5.32 157.24 2.37,,,,
17:49:16.547 -> S-0.02 -5.18 157.24 2.37,,,,
17:49:16.547 -> S-0.02 -5.06 157.24 2.37,,,,
17:49:16.547 -> S-0.02 -5.06 157.24 2.37,,,,
17:49:16.584 -> S-0.02 -5.06 157.24 2.37,,,,
17:49:16.584 -> S-0.02 -5.18 157.24 2.37,,,,
17:49:16.584 -> S-0.02 -5.34 157.24 2.37,,,,
17:49:16.584 -> S-0.02 -5.41 157.24 2.37,,,,
17:49:16.584 -> S-0.02 -5.45 157.24 2.37,,,,
17:49:16.584 -> S-0.02 -5.43 157.24 2.37,,,,
17:49:16.621 -> S-0.02 -5.18 157.24 2.37,,,,
17:49:16.621 -> S-0.02 -5.04 157.24 2.37,,,,
17:49:16.621 -> S-0.02 -5.01 157.24 2.37,,,,
17:49:16.621 -> S-0.02 -5.16 157.24 2.37,,,,
17:49:16.621 -> S-0.02 -5.34 157.24 2.37,,,,
17:49:16.621 -> S-0.02 -5.48 157.24 2.37,,,,
17:49:16.621 -> S-0.02 -5.48 157.24 2.37,,,,
17:49:16.658 -> S-0.02 -5.25 157.24 2.37,,,,
17:49:16.658 -> S-0.02 -5.13 157.24 2.37,,,,
17:49:16.658 -> S-0.02 -4.96 157.24 2.37,,,,
17:49:16.658 -> S-0.02 -4.91 157.24 2.37,,,,
17:49:16.658 -> S-0.02 -4.96 157.24 2.37,,,,
17:49:16.691 -> S-0.02 -5.11 157.24 2.37,,,,
17:49:16.691 -> S-0.02 -5.27 157.24 2.37,,,,
17:49:16.691 -> S-0.02 -5.20 157.24 2.37,,,,
17:49:16.691 -> S-0.02 -5.13 157.24 2.37,,,,
17:49:16.691 -> S-0.02 -5.06 157.24 2.37,,,,
17:49:16.691 -> S-0.02 -4.94 157.24 2.37,,,,
17:49:16.691 -> S-0.02 -4.86 157.24 2.37,,,,
17:49:16.725 -> S-0.02 -4.91 157.24 2.37,,,,
17:49:16.725 -> S-0.02 -5.06 157.24 2.37,,,,
17:49:16.725 -> S-0.02 -5.23 157.24 2.37,,,,
17:49:16.725 -> S-0.02 -5.23 157.24 2.37,,,,
17:49:16.725 -> S-0.02 -5.13 157.24 2.37,,,,
17:49:16.760 -> S-0.02 -5.04 157.24 2.37,,,,
17:49:16.760 -> S-0.02 -5.01 157.24 2.37,,,,
17:49:16.760 -> S-0.02 -5.08 157.24 2.37,,,,
17:49:16.760 -> S-0.02 -5.13 157.24 2.37,,,,
17:49:16.760 -> S-0.02 -5.16 157.24 2.37,,,,
17:49:16.760 -> S-0.02 -5.06 157.24 2.37,,,,
17:49:16.794 -> S-0.02 -4.94 157.24 2.37,,,,
17:49:16.794 -> S-0.02 -4.86 157.24 2.37,,,,
17:49:16.794 -> S-0.02 -4.99 157.24 2.37,,,,
17:49:16.794 -> S-0.02 -5.08 157.24 2.37,,,,
17:49:16.794 -> S-0.02 -5.13 157.24 2.37,,,,
17:49:16.794 -> S-0.02 -5.18 157.24 2.37,,,,
17:49:16.828 -> S-0.02 -5.06 157.24 2.37,,,,
17:49:16.828 -> S-0.02 -4.89 157.24 2.37,,,,
17:49:16.828 -> S-0.02 -4.81 157.24 2.37,,,,
17:49:16.828 -> S-0.02 -4.74 157.24 2.37,,,,
17:49:16.828 -> S-0.02 -4.84 157.24 2.37,,,,
17:49:16.862 -> S-0.02 -5.01 157.24 2.37,,,,
17:49:16.862 -> S-0.02 -5.13 157.24 2.37,,,,
17:49:16.862 -> S-0.02 -5.18 157.24 2.37,,,,
17:49:16.862 -> S-0.02 -5.11 157.24 2.37,,,,
17:49:16.862 -> S-0.02 -4.99 157.24 2.37,,,,
17:49:16.862 -> S-0.02 -4.99 157.24 2.37,,,,
17:49:16.895 -> S-0.02 -4.91 157.24 2.37,,,,
17:49:16.895 -> S-0.02 -4.94 157.24 2.37,,,,
17:49:16.895 -> S-0.02 -4.89 157.24 2.37,,,,
17:49:16.895 -> S-0.02 -4.94 157.24 2.37,,,,
17:49:16.895 -> S-0.02 -5.13 157.24 2.37,,,,
17:49:16.929 -> S-0.02 -5.34 157.24 2.37,,,,
17:49:16.929 -> S-0.02 -5.30 157.24 2.37,,,,
17:49:16.929 -> S-0.02 -5.06 157.24 2.37,,,,
17:49:16.929 -> S-0.02 -4.84 157.24 2.37,,,,
17:49:16.929 -> S-0.02 -4.68 157.24 2.37,,,,
17:49:16.929 -> S-0.02 -4.81 157.24 2.37,,,,
17:49:16.966 -> S-0.02 -4.96 157.24 2.37,,,,
17:49:16.966 -> S-0.02 -4.99 157.24 2.37,,,,
17:49:16.966 -> S-0.02 -5.06 157.24 2.37,,,,
17:49:16.966 -> S-0.02 -5.13 157.24 2.37,,,,
17:49:16.966 -> S-0.02 -5.08 157.24 2.37,,,,
17:49:16.966 -> S-0.02 -4.91 157.24 2.37,,,,
17:49:17.004 -> S-0.02 -4.84 157.24 2.37,,,,
17:49:17.004 -> S-0.02 -4.84 157.24 2.37,,,,
17:49:17.004 -> S-0.02 -4.79 157.24 2.37,,,,
17:49:17.004 -> S-0.02 -4.79 157.24 2.37,,,,
17:49:17.004 -> S-0.02 -4.76 157.24 2.37,,,,
17:49:17.004 -> S-0.02 -4.81 157.24 2.37,,,,
17:49:17.037 -> S-0.02 -4.89 157.24 2.37,,,,
17:49:17.037 -> S-0.02 -4.96 157.24 2.37,,,,
17:49:17.037 -> S-0.02 -4.94 157.24 2.37,,,,
17:49:17.037 -> S-0.02 -4.96 157.24 2.37,,,,
17:49:17.037 -> S-0.02 -4.86 157.24 2.37,,,,
17:49:17.037 -> S-0.02 -4.86 157.24 2.37,,,,
17:49:17.071 -> S-0.02 -4.84 157.24 2.37,,,,
17:49:17.071 -> S-0.02 -4.79 157.24 2.37,,,,
17:49:17.071 -> S-0.02 -4.79 157.24 2.37,,,,
17:49:17.071 -> S-0.02 -4.86 157.24 2.37,,,,
17:49:17.071 -> S-0.02 -4.89 157.24 2.37,,,,
17:49:17.108 -> S-0.02 -4.86 157.24 2.37,,,,
17:49:17.108 -> S-0.02 -4.76 157.24 2.37,,,,
17:49:17.108 -> S-0.02 -4.68 157.24 2.37,,,,
17:49:17.108 -> S-0.02 -4.68 157.24 2.37,,,,
17:49:17.108 -> S-0.02 -4.66 157.24 2.37,,,,
17:49:17.108 -> S-0.02 -4.71 157.24 2.37,,,,
17:49:17.108 -> S-0.02 -4.76 157.24 2.37,,,,
17:49:17.146 -> S-0.02 -4.79 157.24 2.37,,,,
17:49:17.146 -> S-0.02 -4.86 157.24 2.37,,,,
17:49:17.146 -> S-0.02 -4.89 157.24 2.37,,,,
17:49:17.146 -> S-0.02 -4.79 157.24 2.37,,,,
17:49:17.146 -> S-0.02 -4.66 157.24 2.37,,,,
17:49:17.146 -> S-0.01 -4.58 157.24 2.37,,,,
17:49:17.182 -> S-0.01 -4.61 157.24 2.37,,,,
17:49:17.182 -> S-0.02 -4.68 157.24 2.37,,,,
17:49:17.182 -> S-0.02 -4.76 157.24 2.37,,,,
17:49:17.182 -> S-0.02 -4.84 157.24 2.37,,,,
17:49:17.182 -> S-0.02 -4.84 157.24 2.37,,,,
17:49:17.182 -> S-0.02 -4.79 157.24 2.37,,,,
17:49:17.216 -> S-0.02 -4.74 157.24 2.37,,,,
17:49:17.216 -> S-0.02 -4.66 157.24 2.37,,,,
17:49:17.216 -> S-0.01 -4.63 157.24 2.37,,,,
17:49:17.216 -> S-0.02 -4.66 157.24 2.37,,,,
17:49:17.216 -> S-0.02 -4.71 157.24 2.37,,,,
17:49:17.216 -> S-0.02 -4.68 157.24 2.37,,,,
17:49:17.249 -> S-0.02 -4.66 157.24 2.37,,,,
17:49:17.249 -> S-0.01 -4.63 157.24 2.37,,,,
17:49:17.249 -> S-0.02 -4.66 157.24 2.37,,,,
17:49:17.249 -> S-0.02 -4.71 157.24 2.37,,,,
17:49:17.249 -> S-0.02 -4.76 157.24 2.37,,,,
17:49:17.287 -> S-0.02 -4.74 157.24 2.37,,,,
17:49:17.287 -> S-0.02 -4.68 157.24 2.37,,,,
17:49:17.287 -> S-0.02 -4.66 157.24 2.37,,,,
17:49:17.287 -> S-0.02 -4.68 157.24 2.37,,,,
17:49:17.287 -> S-0.02 -4.71 157.24 2.37,,,,
17:49:17.287 -> S-0.02 -4.68 157.24 2.37,,,,
17:49:17.287 -> S-0.02 -4.66 157.24 2.37,,,,
17:49:17.321 -> S-0.01 -4.58 157.24 2.37,,,,
17:49:17.321 -> S-0.01 -4.44 157.24 2.37,,,,
17:49:17.321 -> S-0.01 -4.50 157.24 2.37,,,,
17:49:17.321 -> S-0.02 -4.66 157.24 2.37,,,,
17:49:17.321 -> S-0.02 -4.71 157.24 2.37,,,,
17:49:17.358 -> S-0.02 -4.71 157.24 2.37,,,,
17:49:17.358 -> S-0.01 -4.63 157.24 2.37,,,,
17:49:17.358 -> S-0.01 -4.61 157.24 2.37,,,,
17:49:17.358 -> S-0.02 -4.74 157.24 2.37,,,,
17:49:17.358 -> S-0.02 -4.91 157.24 2.37,,,,
17:49:17.358 -> S-0.02 -5.06 157.24 2.37,,,,
17:49:17.392 -> S-0.02 -5.04 157.24 2.37,,,,
17:49:17.392 -> S-0.02 -4.91 157.24 2.37,,,,
17:49:17.392 -> S-0.02 -4.86 157.24 2.37,,,,
17:49:17.392 -> S-0.02 -4.89 157.24 2.37,,,,
17:49:17.392 -> S-0.02 -4.89 157.24 2.37,,,,
17:49:17.392 -> S-0.02 -4.81 157.24 2.37,,,,
17:49:17.426 -> S-0.02 -4.84 157.24 2.37,,,,
17:49:17.426 -> S-0.02 -4.89 157.24 2.37,,,,
17:49:17.426 -> S-0.02 -4.89 157.24 2.37,,,,
17:49:17.426 -> S-0.02 -4.91 157.24 2.37,,,,
17:49:17.426 -> S-0.02 -4.81 157.24 2.37,,,,
17:49:17.426 -> S-0.02 -4.74 157.24 2.37,,,,
17:49:17.463 -> S-0.02 -4.81 157.24 2.37,,,,
17:49:17.463 -> S-0.02 -4.94 157.24 2.37,,,,
17:49:17.463 -> S-0.02 -5.01 157.24 2.37,,,,
17:49:17.463 -> S-0.02 -4.94 157.24 2.37,,,,
17:49:17.463 -> S-0.02 -4.81 157.24 2.37,,,,
17:49:17.463 -> S-0.02 -4.66 157.24 2.37,,,,
17:49:17.497 -> S-0.01 -4.58 157.24 2.37,,,,
17:49:17.497 -> S-0.01 -4.61 157.24 2.37,,,,
17:49:17.497 -> S-0.02 -4.79 157.24 2.37,,,,
17:49:17.497 -> S-0.02 -4.96 157.24 2.37,,,,
17:49:17.497 -> S-0.02 -5.01 157.24 2.37,,,,
17:49:17.533 -> S-0.02 -4.96 157.24 2.37,,,,
17:49:17.533 -> S-0.02 -4.79 157.24 2.37,,,,
17:49:17.533 -> S-0.01 -4.53 157.24 2.37,,,,
17:49:17.533 -> S-0.01 -4.58 157.24 2.37,,,,
17:49:17.533 -> S-0.02 -4.84 157.24 2.37,,,,
17:49:17.533 -> S-0.02 -4.99 157.24 2.37,,,,
17:49:17.533 -> S-0.02 -4.91 157.24 2.37,,,,
17:49:17.567 -> S-0.02 -4.74 157.24 2.37,,,,
17:49:17.567 -> S-0.01 -4.58 157.24 2.37,,,,
17:49:17.567 -> S-0.01 -4.50 157.24 2.37,,,,
17:49:17.567 -> S-0.01 -4.63 157.24 2.37,,,,
17:49:17.567 -> S-0.02 -4.79 157.24 2.37,,,,
17:49:17.604 -> S-0.02 -4.86 157.24 2.37,,,,
17:49:17.604 -> S-0.02 -4.79 157.24 2.37,,,,
17:49:17.604 -> S-0.01 -4.61 157.24 2.37,,,,
17:49:17.604 -> S-0.01 -4.44 157.24 2.37,,,,
17:49:17.604 -> S-0.01 -4.42 157.24 2.37,,,,
17:49:17.604 -> S-0.01 -4.55 157.24 2.37,,,,
17:49:17.641 -> S-0.02 -4.68 157.24 2.37,,,,
17:49:17.641 -> S-0.02 -4.74 157.24 2.37,,,,
17:49:17.641 -> S-0.02 -4.71 157.24 2.37,,,,
17:49:17.641 -> S-0.02 -4.68 157.24 2.37,,,,
